code,product_name,brands,generic_name,categories_tags,ingredients_text,silver,sonnet45,gpt4o,gemini25flash,status,enum_choices,your_arbitrage,note
8470001673183,Protector íntimo,,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8470002057654,Enjuague bucal antiplaca,Lacer,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8470002678729,"Gingilacer, encías delicadas",Lacer,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8470007600176,Frenadol,Frenadol,,en:cosmetic-products,"Paracetamol, Dextrometorfano, hidrobromuro Clorfenamina maleato, Cafeina citrato, Acido ascórbico 650mg 20 mg 4 mg 30 mg 250 mg Excipientes: sacarosa, amarillo anaranjado S (E-110), aroma de naranja (contiene trazas de alcohol bencilico y sodio)",,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8470009970642,Sal de frutas eno,GSK,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8480000228048,Bálsamo reparador labios,Deliplus,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8480000420756,Endurecedor,Deliplus,,en:cosmetic-products,,,other,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8480000441058,Mascarilla sin aclarado,Deliplus,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8480000457196,Dientes blancos,Deliplus,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8480000460578,hidratacion y suavidad desodorante roll-on,Deliplus,,"en:hygiene,en:deodorants,en:non-food-products,en:open-beauty-facts","Su formula esta enriquecida con extractos de seda y complejos botanicos retardantes del crecimiento del vello. Dermatologicamente testado Hipoalergenico AQUA, ALUMINUM STEARETH-20, PARFUM HYPERICUN E. PPG-15 STEARYL ETHER, STEARETH-2. HYDROLYZED SILK, HYDROLYZED SOY PROTEIN MONTANA FLOWER EXTRACT SA...",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8480000739704,Acción total,Deliplus,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8480000764706,Toallitas refrescantes,Deliplus,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8480000764911,Leche limpiadora,Deliplus,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8480010163070,Gel de manos nueces de karité,Belle,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8480010169843,Gel limpiador de manos,Belle,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8480010184402,Crema de manos antiedad,Belle,,en:cosmetic-products,"de los ninos. Evitar el contacto con los ojos, en caso de contacto INGREDIENTS: Aqua, Glycerin, Cetearyl Alcohol, Cetyl Alcohol, externas. Su textura de absorcion rapida evita antioxidant lo que favorece una mejor defensa de la piel contra las agresiones 944943 444/www.eroski. ?s enjuagar con abunda...",,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8480010194227,Glicerina y argán,Belle,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8681554610925,GOAT MILK SHOWER GEL,deepfresh,,"en:cosmetic-products,en:wash",,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8682232501245,natural soap coconut,cosmolive,,en:cosmetic-products,"İçindekiler / Ingredients / Ingrédients / ингредиентb/: Sodium Palmate, Sodium Palm Kernelate, Olea Europaea (Olive) Fruit Oil, Glycerin, Cocos Nucifera Oil, Parfum, Benzyl Alcohol, Benzyl Benzoate, Coumarine. COSMOLIVE KOZMETIK SAN. AOSB mh. Mustafa Kemal Atatürk Bulvan No:8 çiği/izm PRD: 27.09 www...",,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8690506471729,Sanino Anti Cavity,Sanino,,"en:hygiene,en:toothpastes,en:non-food-products,en:open-beauty-facts","Aqua, Sorbitol, Hydrated Silica, Glycerin, PEG-8, Sodium Lauryl Sulfate, Ceilulose Gum, Aroma, CI 77891, Sodium Fluoride, Sodium Saccharin, Sodium Propylparaben.",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8690506471798,Sanino Total Care,Sanino,Sanino Total Care Tootpaste,"en:hygiene,en:toothpastes,en:non-food-products,en:open-beauty-facts","Aqua, Sorbitol, Hydrated Silica, Glycerin, PEG-8, Sodium Lauryl Sulfate, Dicalcium Phosphate Dihydrate, Aroma, Cellulose Gum, CI 77891, Sodium Fluoride, Sodium Saccharin, Sodium Propylparaben, Limonene.",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8700216034968,pro repair original,Oral-B,,"en:non-food-products,en:open-beauty-facts,en:toothpaste","Glycérine, hydrated silica, sodium hexametaphosphate, peg-6, propylene glycol, aqua, zinc lactate, trisodium phosphate, sodium lauryl sulfate, aroma, sodium gluconate, stannous fluoride, sodium saccharine, xanthan gum, pvp, carageenan, cocamidopropyl betaine, sodium fluoride, sodium chloride, sodium...",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710198187644,Gezichtsscrub Hydraterend Zeewier,Etos,,"en:face,en:face-scrubs","AQUA, BAMBUSA ARUNDINACEA STEM EXTRACT, COCAMIDOPROPYL BETAINE, GLYCERIN, SODIUM LAURETH SULFATE, PEG-7 GLYCERYL COCOATE, COCO-GLUCOSIDE, PHENOXYETHANOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, SACCHARIDE ISOMERATE, PARFUM, PEG-200 HYDROGENATED GLYCERYL PALMATE, LACTOSE, SODIUM HYDROXIDE, CHON...",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710447379370,Signal Dentifrice Neo Email Répare Original,"Unilever, Signal",Dentifrice,"en:hygiene,en:toothpastes,en:non-food-products,en:open-beauty-facts,fr:dentrifice","glycerin, calcium silicate, PEG-8, hydrated silicate, trisodium phosphate, aqua, sodium lauryl sulfate PEG-60, Aroma, sodium monofluorophosphate, synthetic fluophlogopite, sodium saccharine, polyacrylik acide, tin oxide, limonène. contient du monofluorophosphate de sodium 1450ppmF acide citrique hui...",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710447437940,AXE Gel Douche Homme Music,Axe,Gel Douche Homme,"en:hygiene,en:showers-and-baths,en:shower-gels",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710447446003,Monsavon Gel Douche Grenade Tellement Fraîche,"Mon Savon, Monsavon",Gel Douche,"en:hygiene,en:showers-and-baths,en:shower-gels",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710447446041,Monsavon Gel Douche Fleur De Cerisier Trop Jolie,Monsavon,Gel Douche,"en:hygiene,en:showers-and-baths,en:shower-gels",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710522310175,Zendium DENTIFRICE COMPLETE PROTECTION,"Unilever, Zendium",,"en:hygiene,en:toothpastes,en:non-food-products,en:open-beauty-facts",,oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710522310199,Zendium DENTIFRICE SENSITIVE,"Unilever, Zendium",,"en:hygiene,en:toothpastes,en:non-food-products,en:open-beauty-facts",,oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710522366134,Brut deo orgnl 2x100 ml,Brut,Déodorant Homme Spray,"en:hygiene,en:deodorants","Alcohol Denat., Butane, Isobutane, Propane, Parfum, Benzyl Alcohol, Benzyl Salicylate, Citral, Citronellol, Coumarin, Geraniol, Hydroxycitronellal, Limonene, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710522440957,Signal Dentifrice Bio Protection Naturelle 2x75ml,"Unilever, Signal",Dentifrice,"en:non-food-products,en:open-beauty-facts,en:toothpaste","Aqua, HYDROGENATED STARCH HYDROLYSATE, HYDRATED SILICA, GLYCERIN, XYLITOL, ZINC CITRATE, XANTHAN GUM, SODIUM LAURYL SULFATE, MENTHA PIPIERITA OIL*, SODIUM FLUORIDE, ALOE BARBADENSIS LEAF EXTRACT*, PUNICA GRANATUM FRUIT EXTRACT*, URTICA DIOICA EXTRACT*, SALVIA OFFICINALIS LEAF EXTRACT*, MENTHA PIPERI...",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710522512579,REXONA 0% Compressé Déodorant Femme Compressé Spray Protection Naturelle Fraîcheur Lot 2x100ml,"Unilever, Rexona",Déodorant Femme Compressé Spray,"en:hygiene,en:deodorants","Alcohol Denat., Butane, Isobutane, Propane, Parfum, Alpha-Isomethyl Ionone,Benzyl Alcohol, Benzyl Salicylate, Citronellol, Eugenol, Farnesol, Geraniol, Hexyl Cinnamal,Limonene, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710522632802,Liso y sedoso,Tresemmé,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710729015842,Bogena Uierzalf,Bogena,Maak je schrale huid weer soepel met de verzorgende en ontsmettende Bogena Uierzalf. De zalf is bestand tegen vocht. Zo houdt de crème je huid soepel. Ook biedt hij een goede bescherming tegen weersinvloeden.,"en:body,en:hand-creams,nl:handverzorging,nl:verzorging","Petrolatum, paraffinum, liquidum, lanolin oil, triclosan, cymbopogon nardus",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710847885525,AXE Ice Fall Déodorant Homme Anti Transpirant Sauge Glacée & Mandarine Spray Lot 2x150ml,Axe,Déodorant Homme Anti Transpirant,"en:hygiene,en:deodorants","Alcohol Denat., Butane, Isobutane, Propane, Parfum, Ethylhexylglycerin, Benzyl Benzoate, Citral, Citronellol, Coumarin, Eugenol, Geraniol, Limonene, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710847952869,Axe Gel Douche Homme 3en1 Origines Yuzu & Matcha Vert 250ml,Axe,Gel Douche,"en:hygiene,en:showers-and-baths,en:shower-gels","Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Parfum, Sodium Benzoate, Citric Acid, PPG-6, Disodium EDTA.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710908454684,Signal Integral 8 Dentifrice Interdentaire Bitube 100ml,"Unilever, Signal",Dentifrice,"en:hygiene,en:toothpastes,en:non-food-products,en:open-beauty-facts","Aqua, Hydrogenated Starch Hydrolysate, Hydrated Silica, PEG-32, Zinc Citrate, Sodium Lauryl Sulfate, Aroma, Cellulose Gum, Sodium Fluoride, Sodium Saccharin, Glycerin, Sodium Laureth Sulfate, Oleic Acid, Limonene, CI 74160, CI 74260.",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710908558153,signal systeme blancheur,,dentifrice,"en:hygiene,en:toothpastes","calcium carbonate, aqua, hydrogenated starch hydrolysate, hydrated silica, sodum lauryl sulfate, sodium monofluorophosphate, aroma, perlite, cellulose gum, benzyl alcohol, trisodium phosphate, sodium saccharin, glycerin, ci 7416, ci 77891, fluorure de sodium (1450 ppm F)",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710908571053,Signal Integral 8 Dentifrice Complet Tube Lot 4+2 Offerts x 75ml,"Unilever, Signal",Dentifrice,"en:non-food-products,en:open-beauty-facts,en:toothpaste,fr:dentifrices","Aqua, Sorbitol, Hydrated Silica, PEG-32, Zinc Citrate, Sodium Lauryl Sulfate, Aroma, Cellulose Gum, Sodium Fluoride, Sodium Saccharin, Mica, CI 77891",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710908585890,Signal Dentifrice Soin Fraîcheur & Blancheur Crystal Gel 3x75ml,"Unilever, Signal",Dentifrice,"en:non-food-products,en:open-beauty-facts,en:toothpaste,fr:dentifrices","Sorbitol, Aqua, Hydrated Silica, PEG-32, Sodium Lauryl Sulfate, Aroma, Cellulose Gum, Sodium Fluoride, Sodium Saccharin, Mica, Trisodium phosphate, Limonene, CI 42090, CI 74160.",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8710908779145,V05 frizz free,V05,,"en:non-food-products,en:open-beauty-facts,en:hair",not,hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8711600369283,Loción corporal nutritiva con karité y vainilla,Dove,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8711600462892,Rfw deo 2x200ml musc,"Unilever, Rexona",Déodorant Femme Spray,"en:hygiene,en:deodorants","Alcohol Denat., Butane, Isobutane, Propane, Parfum, Alpha-Isomethyl Ionone, Benzyl Alcohol, Benzyl Salicylate, Cinnamyl Alcohol, Citronellol, Coumarin, Eugenol, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Isoeugenol, Limonene, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8711600467002,Brut orignl bs 200 ml l2,Brut,Déodorant Homme Spray,"en:hygiene,en:deodorants","Alcohol Denat., Butane, Isobutane, Propane, Parfum, Benzyl Alcohol, Benzyl Salicylate, Citral, Citronellol, Coumarin, Geraniol, Hydroxycitronellal, Limonene, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8711600467248,Brut musk bs 200 ml l2,Brut,Déodorant Homme Spray,"en:hygiene,en:deodorants","Alcohol Denat., Butane, Isobutane, Propane, Parfum, Alpha-Isomethyl Ionone, Benzyl Alcohol, Benzyl Salicylate, Citral, Citronellol, Coumarin, Geraniol, Hydroxycitronellal, Limonene, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8711700922425,Timotei Blond Lumière Shampoing Femme à l'Extrait de Camomille,"Unilever, Timotei",Shampoing Femme,"en:hair,en:shampoos","Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Carbomer, Chamomilla Recutita Flower Extract, Citric Acid, Disodium EDTA, Guar Hydroxypropyltrimonium Chloride, Maltodextrin, Mica, Parfum, PEG-45M, PPG-6, Silica, Sodium Benzoate, Sodium Hydroxide, Alpha-Isomethyl Ionone, Amyl C...",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8712561343770,Signal Dentifrice Soin Fraîcheur Blancheur Crystal Gel lot 2 x75ml,"Unilever, Signal",Dentifrice,"en:non-food-products,en:open-beauty-facts,en:toothpaste","Sorbitol, Aqua, Hydrated Silica, PEG-32, Sodium Lauryl Sulfate, Aroma, Cellulose Gum, Sodium Fluoride, Sodium Saccharin, Mica, Trisodium phosphate, Limonene, CI 42090, CI 74160, CI 77891",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8712561977074,DermaSpa Intensive,"Unilever, Dove",,"en:body,en:hand-creams","Aqua, Glycerin, Stearic Acid, Caprylic/Capric Triglyceride, Dimethicone, Glycol Stearate, PEG-100 Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Carbomer Cetyl Alcohol, Cyclopentasiloxane, Disodium EDTA, Glyceryl Stearate, Hydroxystearic Acid, Palmitic Acid, Parfum, Petrola...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8714100184943,DOVE SHAMPOO FOR BRITTLE HAIR,Dove,,en:shampoos,,hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8714789763590,Men dermo invisible 24H,Sanex,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8714789899299,elmex sanftes weiss,elmex,,en:toothpaste,,oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8714789999036,Oliva y leche,Palmolive,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8717163769256,Zachte creme,"Zwitsal,Unilever",,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8717163980330,Champú fresco y fuerte,Timotei,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8718114436395,Universal Signal,"Unilever, Signal",,"en:non-food-products,en:open-beauty-facts,en:toothpaste",fluore de sodium 1450 ppm Aqua hydrogenated starch hydrolysate hydrated silicia peg-32 sodium lauryl sulfate aroma cellulose gum  benzyl alcohol sodium fluiride sodium sacharin limone cl42051 cl06789l,oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8718114437217,Signal micro granuli,Signal,,en:toothpaste,,oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8718951205819,,colgate triple action,,"en:hygiene,en:toothpastes,en:non-food-products,en:open-beauty-facts","Contient: Fluorure de sodium (1450ppm F). Bevat: Natriumfluoride (1450ppm F). C de la taille Ingrédients/Ingrediënten: Aqua, Sorbitol, Hydrated Silica, Glycerin, Sodium Lauryl Sulfate, Peg-12, Aroma, Cellulose Gum, Sodium Fluoride, Sodium Saccharin, CI 74160, CI 74260, CI 77891. 1F iser urces, Cc ta...",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8718951242722,Reinigende Tonerde,Palmolive,,"en:hygiene,en:showers-and-baths,en:shower-gels","AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, ACRYLATES COPOLYMER, SODIUM CHLORIDE, PARFUM, GLYCERIN, CALCINED KAOLIN, CITRIC ACID, HYDRATED SILICA, SODIUM SALICYLATE, SODIUM BENZOATE, SODIUM LVDROXIDE, TETRASODIUM EDTA, LACTOSE, WHEY PROTEIN, ALOE BARBADENSIS LEAF JUICE POWDER, BUTYLPHENYL ...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8718951268425,Sanex Zero% Respect & Control 48H Deodorant Roller,Sanex,Bescherm je oksels 24 uur lang tegen transpiratie met de Sanex Zero% Respect &amp; Control Deodorant Roller. Deze deodorant verzorgt je huid en laat haar ademen.,"en:hygiene,en:deodorants,nl:deoroller,nl:verzorging",,deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8718951716353,Sensitive clinical expert soin instanti,Elmex,Dentifrice,"en:hygiene,en:toothpastes","Calcium Carbonate, Aqua, Sorbitol, Arginine, Glycerin, Sodium Lauryl Sulfate, Aroma, Sodium Monofluorophosphate, Cellulose Gum, Tetrasodium Pyrophosphate, Sodium Bicarbonate, Benzyl Alcohol, Sodium Saccharin, Xanthan Gum, Limonene.",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8719179132437,kruidvat Solait kids sunmilk 50+ very high,kruidvat,,"en:suncare,en:in-sun-protections,en:sunscreen",NL Kruidvat Solait Kids Sunmilk 50+ VERY HIGH. Zeer hoge bescherming voor de zeer lichte huid. Bevat een combinatie van UV filters die een directe bescherming geven. Bevat vitamine E. F F Kruidvat Solait Kids Sunmilk SPF 50+ VERY HIGH. Indice de protection très élevé pour peau très claire. Contient ...,sun,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8719238024642,Secret Flirt,Orange Créatives,,"en:perfumes,fr:brumes-corporelles",,fragrance,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8719743401181,Scheerschuim,FERRUM,,"en:hair,en:hair-care",,hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8719743407763,Hand gel Aloe Vera,,,"en:hygiene,en:hydro-alcoholic-gels","INGREDIENTS/INGREDIENTE: ALCOHOL DENAT. AQUA, GLYCERIN, PROPYLENE GLYCOL, CARBOMER, TRIETHANOLAMINE, ALOE BARBADENSIS LEAF EXTRACT, POTASSIUM SORBATE, SODIUM BENZOATE, SORBIC ACID",,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8720181001895,Dove deo pdp ecos euc x2,"Unilever, Dove",Déodorant Femme Spray,"en:hygiene,en:deodorants","Alcohol Denat., Glycerin, Nitrogen, Octyldodecanol, Parfum, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Citronellol, Eugenol, Geraniol, Limonene, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8720181096662,Axe Gel Douche Re-Load 300ml,Axe,Gel douche,"en:hygiene,en:showers-and-baths,en:shower-gels",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8720181096747,Axe Gel Douche Origines Yuzu 300ml,Axe,Gel douche,"en:hygiene,en:showers-and-baths,en:shower-gels",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8720181096761,Axe Gel Douche Dark Temptation 500ml,Axe,Gel douche,"en:hygiene,en:showers-and-baths,en:shower-gels",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8720181096815,Axe Gel Douche Re-Load 500ml,Axe,Gel douche,"en:hygiene,en:showers-and-baths,en:shower-gels",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8720181131035,AXE Déodorant Homme You Essentiel Spray 150ml,Axe,Deo aerosol,"en:hygiene,en:deodorants,en:open-beauty-facts","Alcohol Denat., Butane, Isobutane, Propane, Parfum, Ethylhexylglycerin, Alpha-Isomethyl Ionone, Citral, Citronellol, Coumarin, Geraniol, Hydroxycitronellal, Limonene, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8720181138232,AXE D�o Magnum 200mlx2,Axe,Deo aerosol,"en:hygiene,en:deodorants","Alcohol Denat., Butane, Isobutane, Propane, Parfum, Zinc Neodecanoate, Isopropyl Myristate, Citral, Citronellol, Coumarin, Geraniol, Limonene, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8720181204081,Axe Epic Fresh 3-in-1 Douchegel,Axe,,"en:hygiene,en:showers-and-baths,en:shower-gels,nl:bad-en-doucheproducten,nl:verzorging",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8720181418389,Black Vanilla,"Unilever,Axe",Premium body deodorant. Prestige Fragrance Collection. Vanilla + Orange + Sandalwood fragrances. 72-hour freshness.,"en:hygiene,en:deodorants","Alcohol Denat., Butane, Isobutane, Propane, Zinc Neodecanoate, Parfum, Isopropyl Myristate, Alpha-Isomethyl Ionone, Benzyl Benzoate, Citral, Citronellol, Coumarin, Geraniol, Limonene, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
87343533,Dove zero invi care 100ml,"Unilever, Dove",déodorant atomiseur,"en:hygiene,en:deodorants","Butane, Isobutane, Propane, C12-15 Alkyl Benzoate, Undecane, Zinc Neodecanoate, Tridecane, PPG-14 Butyl Ether, Parfum, Helianthus Annuus Seed Oil, Isopropyl Myristate, Dilauryl Thiodipropionate, Octyldodecanol, Tocopherol, Benzyl Alcohol, Benzyl Benzoate, Citronellol, Geraniol, Hexyl Cinnamal, Isoeu...",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
87343588,Brut original bs,Brut,Déodorant Homme Spray Antibactérien,"en:hygiene,en:deodorants","Alcohol Denat., Butane, Isobutane, Propane, Parfum, Benzyl Alcohol, Benzyl Salicylate, Citral, Citronellol, Coumarin, Geraniol, Hydroxycitronellal, Limonene, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8809093097100,Mielle Argan Essential Oil,Mielle,,"en:hair,en:hair-care","Dimethicone, Cyclomethicone, Isopropyl Myristate, Cyclopentasiloxane, Perfume, Argania spinosa kernel oil",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8850006327425,Colgate,Colgate - Palmolive,,"en:non-food-products,en:open-beauty-facts,en:toothpaste","dicalcium phosphate dihydrate, water, sorbitol, sodium laurel sulfate, cellulose gum",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8886467010170,Dark Temptation Face & Body Soap,Axe,,en:soaps,"Sodium palmate, Water (aqua), Sodium palm kernelate, Glycerin, Perfume (parfum), Talc, Sodium chloride, Tetrasodium EDTA, Tetrasodium etidronate, Coumarin, Limonene, Linalool, CI 77499.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8901012185292,Neutrogena Ultra Sheer Dry-Touch Sunblock,Neutrogena,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8901030626173,lakme,"Unilever, Lakmé",,"en:makeup,en:nail-makeup,en:nail-polish",Acetone ethyl acetate aqua,makeup,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8901030865275,Lakme Peach Milk Ultra Light-Weight Gel,Lakme,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8901314009081,ACTIVE SALT,Colgate,,"en:hygiene,en:toothpastes","Calcium Carbonate, Water, Sorbitol, Potassium Nitrate, Hydrated Silica, Sodium Lauryl Sulfate, Flavor, Cellulose Gum, Sodium Monofluorophosphate, Sodium Chloride, Sodium Bicarbonate, Sodium Silicate, Benzyl Alcohol, Sodium Saccharin, Xanthan Gum, Eugenol, Limonene, CI 74160.",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8902979026888,Spin B B,Spinz,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8904035421583,LONG&SILKY,joy,,"en:hair,en:shampoos,en:2-in-1-shampoos",,hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8904132937383,Meister Tango,Meister,,en:cosmetic-products,11,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
8906073148040,close up,Unilever,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
